transaction_id,bill_id,date,store_id,store_location,customer_id,customer_segment,product_id,product_category,product_name,quantity,unit_price,payment_method,discount_applied,channel
TXN-2025-0362,BILL-0264,2025-03-29,S3,Uptown,C040,Loyal,P513,Grocery,Mayonnaise 300g,2,3.50,Debit Card,0.00,In-store
TXN-2025-0363,BILL-0265,2025-03-30,S1,Downtown,C012,Loyal,P411,Dairy,Chocolate Milk 1L,3,2.80,Credit Card,0.00,In-store
TXN-2025-0364,BILL-0265,2025-03-30,S1,Downtown,C012,Loyal,P414,Dairy,Half and Half 500ml,2,3.00,Credit Card,0.00,In-store
TXN-2025-0365,BILL-0266,2025-03-30,S2,Suburban,C026,Regular,P610,Bakery,Garlic Bread,3,2.50,Cash,0.00,In-store
TXN-2025-0366,BILL-0267,2025-03-30,S3,Uptown,C044,New,P212,Snacks,Rice Cakes Pack,3,2.50,UPI,0.00,In-store
TXN-2025-0367,BILL-0268,2025-03-31,S1,Downtown,C003,Loyal,P114,Beverages,Herbal Tea Box,2,5.00,Credit Card,0.00,In-store
TXN-2025-0368,BILL-0268,2025-03-31,S1,Downtown,C003,Loyal,P104,Beverages,Green Tea Pack,2,4.50,Credit Card,0.00,In-store
TXN-2025-0369,BILL-0269,2025-03-31,S2,Suburban,C029,Regular,P301,Personal Care,Shampoo 250ml,2,4.00,Cash,0.00,In-store
TXN-2025-0370,BILL-0270,2025-03-31,S3,Uptown,C033,Loyal,P614,Bakery,Fruit Tart,2,4.00,Debit Card,0.00,In-store
TXN-2025-0371,BILL-0271,2025-04-01,S1,Downtown,C009,Loyal,P502,Grocery,Wheat Flour 2kg,3,3.00,Credit Card,0.00,In-store
TXN-2025-0372,BILL-0271,2025-04-01,S1,Downtown,C009,Loyal,P503,Grocery,Sugar 1kg,3,1.50,Credit Card,0.00,In-store
TXN-2025-0373,BILL-0271,2025-04-01,S1,Downtown,C009,Loyal,P511,Grocery,Lentils 1kg,2,2.50,Credit Card,0.00,In-store
TXN-2025-0374,BILL-0272,2025-04-01,S2,Suburban,C014,Regular,P406,Dairy,Cream Cheese 200g,2,4.00,UPI,0.00,Online
TXN-2025-0375,BILL-0273,2025-04-01,S3,Uptown,C035,Loyal,P107,Beverages,Lemonade 1L,4,2.80,Cash,0.00,In-store
TXN-2025-0376,BILL-0274,2025-04-02,S1,Downtown,C006,Loyal,P615,Bakery,Cheesecake Slice,2,4.50,Credit Card,0.00,In-store
TXN-2025-0377,BILL-0274,2025-04-02,S1,Downtown,C006,Loyal,P606,Bakery,Cake Slice,2,3.00,Credit Card,0.00,In-store
TXN-2025-0378,BILL-0275,2025-04-02,S2,Suburban,C023,Regular,P206,Snacks,Popcorn Pack,5,1.25,Cash,0.00,In-store
TXN-2025-0379,BILL-0276,2025-04-02,S3,Uptown,C038,Loyal,P318,Personal Care,Shaving Cream 200ml,2,3.50,Debit Card,0.00,In-store
TXN-2025-0380,BILL-0277,2025-04-03,S1,Downtown,C010,Loyal,P109,Beverages,Energy Drink 4-Pack,2,6.00,Credit Card,0.00,In-store
TXN-2025-0381,BILL-0277,2025-04-03,S1,Downtown,C010,Loyal,P105,Beverages,Cola 2L,3,2.50,Credit Card,0.00,In-store
TXN-2025-0382,BILL-0278,2025-04-03,S2,Suburban,C019,Regular,P407,Dairy,Paneer 250g,2,3.80,Cash,0.00,In-store
TXN-2025-0383,BILL-0279,2025-04-03,S3,Uptown,C041,New,P608,Bakery,Cinnamon Rolls 4-Pack,2,5.00,UPI,0.00,In-store
TXN-2025-0384,BILL-0280,2025-04-04,S1,Downtown,C004,Loyal,P204,Snacks,Mixed Nuts 250g,3,6.50,Credit Card,0.00,In-store
TXN-2025-0385,BILL-0280,2025-04-04,S1,Downtown,C004,Loyal,P218,Snacks,Protein Bars 4-Pack,2,6.00,Credit Card,0.00,In-store
TXN-2025-0386,BILL-0281,2025-04-04,S2,Suburban,C021,Regular,P315,Personal Care,Moisturizer 100ml,1,6.00,Cash,0.00,In-store
TXN-2025-0387,BILL-0282,2025-04-04,S3,Uptown,C046,New,P516,Grocery,Tomato Paste 200g,3,1.50,Debit Card,0.00,In-store
TXN-2025-0388,BILL-0283,2025-04-05,S1,Downtown,C007,Loyal,P403,Dairy,Yogurt 500g,4,2.00,Credit Card,0.00,In-store
TXN-2025-0389,BILL-0283,2025-04-05,S1,Downtown,C007,Loyal,P410,Dairy,Greek Yogurt 400g,2,3.50,Credit Card,0.00,In-store
TXN-2025-0390,BILL-0284,2025-04-05,S2,Suburban,C028,Regular,P602,Bakery,Croissant 4-Pack,2,4.00,UPI,0.00,Online
TXN-2025-0391,BILL-0285,2025-04-05,S3,Uptown,C034,Loyal,P111,Beverages,Sparkling Water 1L,4,2.00,Cash,0.00,In-store
TXN-2025-0392,BILL-0286,2025-04-06,S1,Downtown,C011,Loyal,P310,Personal Care,Hair Oil 200ml,1,5.50,Credit Card,0.00,In-store
TXN-2025-0393,BILL-0286,2025-04-06,S1,Downtown,C011,Loyal,P311,Personal Care,Conditioner 250ml,1,4.50,Credit Card,0.00,In-store
TXN-2025-0394,BILL-0287,2025-04-06,S2,Suburban,C016,Regular,P215,Snacks,Tortilla Chips,4,2.20,Cash,0.00,In-store
TXN-2025-0395,BILL-0288,2025-04-06,S3,Uptown,C036,Loyal,P501,Grocery,Rice 5kg,1,8.50,Debit Card,0.00,In-store
TXN-2025-0396,BILL-0289,2025-04-07,S1,Downtown,C001,Loyal,P601,Bakery,Whole Wheat Bread,3,2.25,Credit Card,0.00,In-store
TXN-2025-0397,BILL-0289,2025-04-07,S1,Downtown,C001,Loyal,P607,Bakery,Baguette,2,2.00,Credit Card,0.00,In-store
TXN-2025-0398,BILL-0290,2025-04-07,S2,Suburban,C025,Regular,P405,Dairy,Ice Cream 1L,2,5.50,Cash,0.00,In-store
TXN-2025-0399,BILL-0291,2025-04-07,S3,Uptown,C039,Loyal,P217,Snacks,Seaweed Snacks,5,1.80,UPI,0.00,In-store
TXN-2025-0400,BILL-0292,2025-04-08,S1,Downtown,C008,Loyal,P508,Grocery,Cereal Box 500g,2,4.50,Credit Card,0.00,In-store
